country;symbol;name;full_name;isin;currency;asset_type
;TPAY;TokenPay;TokenPay;;USD;crypto
;NTK;Neurotoken;Neurotoken;;USD;crypto
;DDK;DDKoin;DDKoin;;USD;crypto
;SIB;SIBCoin;SIBCoin;;USD;crypto
;FXT;FuzeX;FuzeX;;USD;crypto
;DBIX;DubaiCoin;DubaiCoin;;USD;crypto
;ELEC;Electrify.Asia;Electrify.Asia;;USD;crypto
;HTC;HitCoin;HitCoin;;USD;crypto
;BZNT;Bezant;Bezant;;USD;crypto
;DPY;Delphy;Delphy;;USD;crypto
;EXCL;ExclusiveCoin;ExclusiveCoin;;USD;crypto
;ORB;Orbitcoin;Orbitcoin;;USD;crypto
;INK;Ink;Ink;;USD;crypto
;IND;Indorse Token;Indorse Token;;USD;crypto
;ORMEUS;Ormeus Coin;Ormeus Coin;;USD;crypto
;SHORTY;Shorty;Shorty;;USD;crypto
;EDG;Edgeless;Edgeless;;USD;crypto
;ZSC;Zeusshield;Zeusshield;;USD;crypto
;WCO;Winco;Winco;;USD;crypto
;HVN;Hiveterminal Token;Hiveterminal Token;;USD;crypto
;HXX;Hexx;Hexx;;USD;crypto
;BCPT;Blockmason Credit Protocol;Blockmason Credit Protocol;;USD;crypto
;CV2;Colossuscoin V2;Colossuscoin V2;;USD;crypto
;TIME;Chronobank;Chronobank;;USD;crypto
;TNC;Trinity Network Credit;Trinity Network Credit;;USD;crypto
;BDG;BitDegree;BitDegree;;USD;crypto
;BEZ;Bezop;Bezop;;USD;crypto
;BERRY;Rentberry;Rentberry;;USD;crypto
;EVC;EventChain;EventChain;;USD;crypto
;METAL;MetalCoin;MetalCoin;;USD;crypto
;HKN;Hacken;Hacken;;USD;crypto
;ECOB;Ecobit;Ecobit;;USD;crypto
;FYP;FlypMe;FlypMe;;USD;crypto
;LND;Lendingblock;Lendingblock;;USD;crypto
;CBX;Bullion;Bullion;;USD;crypto
;FDZ;Friendz;Friendz;;USD;crypto
;SKB;Sakura Bloom;Sakura Bloom;;USD;crypto
;MNTP;GoldMint;GoldMint;;USD;crypto
;BLUE;Blue Protocol;Blue Protocol;;USD;crypto
;MEXC;MEXC Token;MEXC Token;;USD;crypto
;ATM;ATMChain;ATMChain;;USD;crypto
;IOP;Internet of People;Internet of People;;USD;crypto
;POE;Po.et;Po.et;;USD;crypto
;BZE;BZEdge;BZEdge;;USD;crypto
;X8X;X8X Token;X8X Token;;USD;crypto
;HGT;HelloGold;HelloGold;;USD;crypto
;HER;HeroNode;HeroNode;;USD;crypto
;PTC;Pesetacoin;Pesetacoin;;USD;crypto
;ZENI;Zennies;Zennies;;USD;crypto
;RYO;Ryo Currency;Ryo Currency;;USD;crypto
;ADC;AudioCoin;AudioCoin;;USD;crypto
;MERI;Merebel;Merebel;;USD;crypto
;TIX;Blocktix;Blocktix;;USD;crypto
;PBT;Primalbase Token;Primalbase Token;;USD;crypto
;MINTME;MintMe.com Coin;MintMe.com Coin;;USD;crypto
;SCR;Scorum Coins;Scorum Coins;;USD;crypto
;CHESS;ChessCoin;ChessCoin;;USD;crypto
;DROP;Dropil;Dropil;;USD;crypto
;MYB;MyBit;MyBit;;USD;crypto
;DEM;Deutsche eMark;Deutsche eMark;;USD;crypto
;MAX;Maxcoin;Maxcoin;;USD;crypto
;JAN;CoinJanitor;CoinJanitor;;USD;crypto
;BUZZ;BUZZCoin;BUZZCoin;;USD;crypto
;ETHM;Ethereum Meta;Ethereum Meta;;USD;crypto
;DREAM;DreamTeam Token;DreamTeam Token;;USD;crypto
;ZPT;Zeepin;Zeepin;;USD;crypto
;QBT;Qbao;Qbao;;USD;crypto
;INN;Innova;Innova;;USD;crypto
;SHDW;Shadow Token;Shadow Token;;USD;crypto
;GOT;GoNetwork;GoNetwork;;USD;crypto
;SDC;ShadowCash;ShadowCash;;USD;crypto
;NTRN;Neutron;Neutron;;USD;crypto
;START;Startcoin;Startcoin;;USD;crypto
;SNRG;Synergy;Synergy;;USD;crypto
;OPT;Opus;Opus;;USD;crypto
;BUCKS;SwagBucks;SwagBucks;;USD;crypto
;STM;Streamity;Streamity;;USD;crypto
;XCN;Cryptonite;Cryptonite;;USD;crypto
;XWP;Swap;Swap;;USD;crypto
;FOTA;Fortuna;Fortuna;;USD;crypto
;XSH;SHIELD;SHIELD;;USD;crypto
;GBX;GoByte;GoByte;;USD;crypto
;NETKO;Netko;Netko;;USD;crypto
;INSN;InsaneCoin;InsaneCoin;;USD;crypto
;ETT;EncryptoTel [WAVES];EncryptoTel [WAVES];;USD;crypto
;SWING;Swing;Swing;;USD;crypto
;DGC;Digitalcoin;Digitalcoin;;USD;crypto
;WAY;WayGuide;WayGuide;;USD;crypto
;ENRG;Energycoin;Energycoin;;USD;crypto
;NANJ;NANJCOIN;NANJCOIN;;USD;crypto
;ION;ION;ION;;USD;crypto
;SWT;Swarm City;Swarm City;;USD;crypto
;BITS;Bitstar;Bitstar;;USD;crypto
;GRFT;Graft;Graft;;USD;crypto
;STAR;Starbase;Starbase;;USD;crypto
;OCT;OracleChain;OracleChain;;USD;crypto
;TRC;Terracoin;Terracoin;;USD;crypto
;BLU;BlueCoin;BlueCoin;;USD;crypto
;IFT;InvestFeed;InvestFeed;;USD;crypto
;ATX;Aston;Aston;;USD;crypto
;ARNX;Aeron;Aeron;;USD;crypto
;ELLA;Ellaism;Ellaism;;USD;crypto
;BXT;BitTokens;BitTokens;;USD;crypto
;IETH;iEthereum;iEthereum;;USD;crypto
;CCRB;CryptoCarbon;CryptoCarbon;;USD;crypto
;2GIVE;2GIVE;2GIVE;;USD;crypto
;HPC;Happycoin;Happycoin;;USD;crypto
;SLV;Silverway;Silverway;;USD;crypto
;SINS;SafeInsure;SafeInsure;;USD;crypto
;GCN;GCN Coin;GCN Coin;;USD;crypto
;WMC;WMCoin;WMCoin;;USD;crypto
;QUAN;Quantis Network;Quantis Network;;USD;crypto
;SPEX;SproutsExtreme;SproutsExtreme;;USD;crypto
;DOPE;DopeCoin;DopeCoin;;USD;crypto
;AIX;Aigang;Aigang;;USD;crypto
;ISL;IslaCoin;IslaCoin;;USD;crypto
;HAC;Hackspace Capital;Hackspace Capital;;USD;crypto
;JET;Jetcoin;Jetcoin;;USD;crypto
;KOBO;Kobocoin;Kobocoin;;USD;crypto
;SNTR;Silent Notary;Silent Notary;;USD;crypto
;AMM;MicroMoney;MicroMoney;;USD;crypto
;TAG;TagCoin;TagCoin;;USD;crypto
;LION;Coin Lion;Coin Lion;;USD;crypto
;PIRL;Pirl;Pirl;;USD;crypto
;DAY;Chronologic;Chronologic;;USD;crypto
;COB;Cobinhood;Cobinhood;;USD;crypto
;TSE;Tattoocoin (Standard Edition);Tattoocoin (Standard Edition);;USD;crypto
;CJ;Cryptojacks;Cryptojacks;;USD;crypto
;PHO;Photon;Photon;;USD;crypto
;MOTO;Motocoin;Motocoin;;USD;crypto
;SRCOIN;SRCOIN;SRCOIN;;USD;crypto
;TIE;Ties.DB;Ties.DB;;USD;crypto
;LDC;Leadcoin;Leadcoin;;USD;crypto
;NICASH;Nicash;Nicash;;USD;crypto
;OPAL;Opal;Opal;;USD;crypto
;DUO;ParallelCoin;ParallelCoin;;USD;crypto
;BTCR;Bitcurrency;Bitcurrency;;USD;crypto
;ARCO;AquariusCoin;AquariusCoin;;USD;crypto
;FLDC;FoldingCoin;FoldingCoin;;USD;crypto
;SKIN;SkinCoin;SkinCoin;;USD;crypto
;MAO;Mao Zedong;Mao Zedong;;USD;crypto
;REOSC;REOSC;REOSC;;USD;crypto
;REX;imbrex;imbrex;;USD;crypto
;GIN;GINcoin;GINcoin;;USD;crypto
;BTDX;Bitcloud;Bitcloud;;USD;crypto
;XMG;Magi;Magi;;USD;crypto
;OPTI;OptiToken;OptiToken;;USD;crypto
;EMD;Emerald Crypto;Emerald Crypto;;USD;crypto
;GUN;Guncoin;Guncoin;;USD;crypto
;STQ;Storiqa;Storiqa;;USD;crypto
;PTT;Proton Token;Proton Token;;USD;crypto
;DYNMT;Dynamite;Dynamite;;USD;crypto
;DFT;DraftCoin;DraftCoin;;USD;crypto
;ELC;Elacoin;Elacoin;;USD;crypto
;KEK;KekCoin;KekCoin;;USD;crypto
;BITZ;Bitz;Bitz;;USD;crypto
;SUPER;SuperCoin;SuperCoin;;USD;crypto
;VSL;vSlice;vSlice;;USD;crypto
;PEX;PosEx;PosEx;;USD;crypto
;POSW;PoSW Coin;PoSW Coin;;USD;crypto
;EVN;EvenCoin;EvenCoin;;USD;crypto
;ADZ;Adzcoin;Adzcoin;;USD;crypto
;BTB;BitBar;BitBar;;USD;crypto
;TGAME;Truegame;Truegame;;USD;crypto
;EVIL;Evil Coin;Evil Coin;;USD;crypto
;CMCT;Crowd Machine;Crowd Machine;;USD;crypto
;CRED;Verify;Verify;;USD;crypto
;WRC;Worldcore;Worldcore;;USD;crypto
;NSD;Nasdacoin;Nasdacoin;;USD;crypto
;MONK;Monkey Project;Monkey Project;;USD;crypto
;BTA;Bata;Bata;;USD;crypto
;KUSH;KushCoin;KushCoin;;USD;crypto
;YAC;Yacoin;Yacoin;;USD;crypto
;POP;PopularCoin;PopularCoin;;USD;crypto
;888;OctoCoin;OctoCoin;;USD;crypto
;VULC;VULCANO;VULCANO;;USD;crypto
;TEAM;TEAM (TokenStars);TEAM (TokenStars);;USD;crypto
;SLING;Sling;Sling;;USD;crypto
;FIRE;Firecoin;Firecoin;;USD;crypto
;CRAVE;Crave;Crave;;USD;crypto
;BTW;BitWhite;BitWhite;;USD;crypto
;LCP;Litecoin Plus;Litecoin Plus;;USD;crypto
;MOJO;MojoCoin;MojoCoin;;USD;crypto
;RBT;Rimbit;Rimbit;;USD;crypto
;MNM;Mineum;Mineum;;USD;crypto
;XJO;Joulecoin;Joulecoin;;USD;crypto
;CAT;BlockCAT;BlockCAT;;USD;crypto
;ZET;Zetacoin;Zetacoin;;USD;crypto
;BZX;Bitcoin Zero;Bitcoin Zero;;USD;crypto
;FRK;Franko;Franko;;USD;crypto
;BCI;Bitcoin Interest;Bitcoin Interest;;USD;crypto
;BOLI;Bolivarcoin;Bolivarcoin;;USD;crypto
;BELA;Bela;Bela;;USD;crypto
;GBT;GameBet Coin;GameBet Coin;;USD;crypto
;USC;Ultimate Secure Cash;Ultimate Secure Cash;;USD;crypto
;RBIES;Rubies;Rubies;;USD;crypto
;FRST;FirstCoin;FirstCoin;;USD;crypto
;ERO;Eroscoin;Eroscoin;;USD;crypto
;KURT;Kurrent;Kurrent;;USD;crypto
;XRA;Ratecoin;Ratecoin;;USD;crypto
;UIS;Unitus;Unitus;;USD;crypto
;XIOS;Xios;Xios;;USD;crypto
;PEXT;Prime-Ex Perpetual;Prime-Ex Perpetual;;USD;crypto
;PX;PX;PX;;USD;crypto
;STEEP;SteepCoin;SteepCoin;;USD;crypto
;BLRY;BillaryCoin;BillaryCoin;;USD;crypto
;UNI;Universe;Universe;;USD;crypto
;UNIFY;Unify;Unify;;USD;crypto
;GCC;GuccioneCoin;GuccioneCoin;;USD;crypto
;PRIX;Privatix;Privatix;;USD;crypto
;BTCRED;Bitcoin Red;Bitcoin Red;;USD;crypto
;MAR;Mchain;Mchain;;USD;crypto
;C2;Coin2.1;Coin2.1;;USD;crypto
;ZNY;Bitzeny;Bitzeny;;USD;crypto
;RUP;Rupee;Rupee;;USD;crypto
;BVC;BeaverCoin;BeaverCoin;;USD;crypto
;BERN;BERNcash;BERNcash;;USD;crypto
;SPT;Spots;Spots;;USD;crypto
;NBR;Niobio Cash;Niobio Cash;;USD;crypto
;ITI;iTicoin;iTicoin;;USD;crypto
;WARP;WARP;WARP;;USD;crypto
;UNIT;Universal Currency;Universal Currency;;USD;crypto
;LTB;LiteBar;LiteBar;;USD;crypto
;ATB;ATBCoin;ATBCoin;;USD;crypto
;VIDZ;PureVidz;PureVidz;;USD;crypto
;GLT;GlobalToken;GlobalToken;;USD;crypto
;SYNX;Syndicate;Syndicate;;USD;crypto
;SMC;SmartCoin;SmartCoin;;USD;crypto
;ELTCOIN;ELTCOIN;ELTCOIN;;USD;crypto
;PRG;Paragon;Paragon;;USD;crypto
;MRT;Miners' Reward Token;Miners' Reward Token;;USD;crypto
;GB;GoldBlocks;GoldBlocks;;USD;crypto
;SUR;Suretly;Suretly;;USD;crypto
;ONX;Onix;Onix;;USD;crypto
;ICOB;ICOBID;ICOBID;;USD;crypto
;GCR;Global Currency Reserve;Global Currency Reserve;;USD;crypto
;ECASH;Ethereum Cash;Ethereum Cash;;USD;crypto
;DMB;Digital Money Bits;Digital Money Bits;;USD;crypto
;BLC;Blakecoin;Blakecoin;;USD;crypto
;ACOIN;Acoin;Acoin;;USD;crypto
;GLCn;GlobalCoin;GlobalCoin;;USD;crypto
;MAY;Theresa May Coin;Theresa May Coin;;USD;crypto
;TRUMP;TrumpCoin;TrumpCoin;;USD;crypto
;BRO;Bitradio;Bitradio;;USD;crypto
;SH;Shilling;Shilling;;USD;crypto
;POST;PostCoin;PostCoin;;USD;crypto
;MTLMC3;Metal Music Coin;Metal Music Coin;;USD;crypto
;TEK;TEKcoin;TEKcoin;;USD;crypto
;CRM;Cream;Cream;;USD;crypto
;VIP;VIP Tokens;VIP Tokens;;USD;crypto
;ZUR;Zurcoin;Zurcoin;;USD;crypto
;URO;Uro;Uro;;USD;crypto
;ATMI;Atonomi;Atonomi;;USD;crypto
;FUZZ;FuzzBalls;FuzzBalls;;USD;crypto
;REC;Regalcoin;Regalcoin;;USD;crypto
;WILD;Wild Crypto;Wild Crypto;;USD;crypto
;DBTC;Debitcoin;Debitcoin;;USD;crypto
;MND;MindCoin;MindCoin;;USD;crypto
;DRM;Dreamcoin;Dreamcoin;;USD;crypto
;CNT;Centurion;Centurion;;USD;crypto
;MOIN;Moin;Moin;;USD;crypto
;CRC;CryCash;CryCash;;USD;crypto
;URC;Unrealcoin;Unrealcoin;;USD;crypto
;XGOX;XGOX;XGOX;;USD;crypto
;SIGT;Signatum;Signatum;;USD;crypto
;IBTC;iBTC;iBTC;;USD;crypto
;EDRC;EDRCoin;EDRCoin;;USD;crypto
;XBTS;Beatcoin;Beatcoin;;USD;crypto
;GSR;GeyserCoin;GeyserCoin;;USD;crypto
;STV;Sativacoin;Sativacoin;;USD;crypto
;TOKC;TOKYO;TOKYO;;USD;crypto
;INFX;Influxcoin;Influxcoin;;USD;crypto
;RIDE;Ride My Car;Ride My Car;;USD;crypto
;ORLY;Orlycoin;Orlycoin;;USD;crypto
;XPY;PayCoin;PayCoin;;USD;crypto
;SANDG;Save and Gain;Save and Gain;;USD;crypto
;JWL;Jewels;Jewels;;USD;crypto
;BRAIN;Braincoin;Braincoin;;USD;crypto
;LIR;LetItRide;LetItRide;;USD;crypto
;PKB;ParkByte;ParkByte;;USD;crypto
;GP;GoldPieces;GoldPieces;;USD;crypto
;MST;MustangCoin;MustangCoin;;USD;crypto
;AMS;AmsterdamCoin;AmsterdamCoin;;USD;crypto
;CON;PayCon;PayCon;;USD;crypto
;PRIV;PRiVCY;PRiVCY;;USD;crypto
;XCO;X-Coin;X-Coin;;USD;crypto
;RNTB;BitRent;BitRent;;USD;crypto
;GUP;Matchpool;Matchpool;;USD;crypto
;RPC;RonPaulCoin;RonPaulCoin;;USD;crypto
;MXT;MarteXcoin;MarteXcoin;;USD;crypto
;ELE;Elementrem;Elementrem;;USD;crypto
;PIE;PIECoin;PIECoin;;USD;crypto
;NOTE;DNotes;DNotes;;USD;crypto
;ARB;ARBITRAGE;ARBITRAGE;;USD;crypto
;SPR;SpreadCoin;SpreadCoin;;USD;crypto
;ZNE;Zonecoin;Zonecoin;;USD;crypto
;BSC;BowsCoin;BowsCoin;;USD;crypto
;CF;Californium;Californium;;USD;crypto
;ARB;ARbit;ARbit;;USD;crypto
;TCH;Thore Cash;Thore Cash;;USD;crypto
;OS76;OsmiumCoin;OsmiumCoin;;USD;crypto
;JOBS;JobsCoin;JobsCoin;;USD;crypto
;XBTC21;Bitcoin 21;Bitcoin 21;;USD;crypto
;DSR;Desire;Desire;;USD;crypto
;VISIO;Visio;Visio;;USD;crypto
;SDP;SydPak;SydPak;;USD;crypto
;XOC;Xonecoin;Xonecoin;;USD;crypto
;ZYD;Zayedcoin;Zayedcoin;;USD;crypto
;IMPS;ImpulseCoin;ImpulseCoin;;USD;crypto
;BRAT;BROTHER;BROTHER;;USD;crypto
;CREVA;CrevaCoin;CrevaCoin;;USD;crypto
;RUPX;Rupaya;Rupaya;;USD;crypto
;QBC;Quebecoin;Quebecoin;;USD;crypto
;HODL;HOdlcoin;HOdlcoin;;USD;crypto
;SONG;SongCoin;SongCoin;;USD;crypto
;TIT;Titcoin;Titcoin;;USD;crypto
;DES;Destiny;Destiny;;USD;crypto
;TLR;Taler Coin;Taler Coin;;USD;crypto
;LTCR;Litecred;Litecred;;USD;crypto
;EQT;EquiTrader;EquiTrader;;USD;crypto
;DLC;Dollarcoin;Dollarcoin;;USD;crypto
;COAL;BitCoal;BitCoal;;USD;crypto
;SCS;SpeedCash;SpeedCash;;USD;crypto
;EUC;Eurocoin;Eurocoin;;USD;crypto
;OTN;Open Trading Network;Open Trading Network;;USD;crypto
;CNNC;Cannation;Cannation;;USD;crypto
;PXI;Prime-XI;Prime-XI;;USD;crypto
;MILO;MiloCoin;MiloCoin;;USD;crypto
;LBTC;LiteBitcoin;LiteBitcoin;;USD;crypto
;CAB;Cabbage;Cabbage;;USD;crypto
;TAJ;TajCoin;TajCoin;;USD;crypto
;RSGP;RSGPcoin;RSGPcoin;;USD;crypto
;VLT;Veltor;Veltor;;USD;crypto
;NEVA;NevaCoin;NevaCoin;;USD;crypto
;LUNA;Luna Coin;Luna Coin;;USD;crypto
;VEC2;VectorAI;VectorAI;;USD;crypto
;JS;JavaScript Token;JavaScript Token;;USD;crypto
;HVCO;High Voltage;High Voltage;;USD;crypto
;BUL;Bulleon;Bulleon;;USD;crypto
;LTCU;LiteCoin Ultra;LiteCoin Ultra;;USD;crypto
;NANOX;Project-X;Project-X;;USD;crypto
;PLNC;PLNcoin;PLNcoin;;USD;crypto
;VOLT;Bitvolt;Bitvolt;;USD;crypto
;IMS;Independent Money System;Independent Money System;;USD;crypto
;XPTX;PlatinumBAR;PlatinumBAR;;USD;crypto
;BENJI;BenjiRolls;BenjiRolls;;USD;crypto
;PAYX;Paypex;Paypex;;USD;crypto
;DALC;Dalecoin;Dalecoin;;USD;crypto
;BRIA;BriaCoin;BriaCoin;;USD;crypto
;WOMEN;WomenCoin;WomenCoin;;USD;crypto
;DASHG;Dash Green;Dash Green;;USD;crypto
;WBB;Wild Beast Block;Wild Beast Block;;USD;crypto
;GUESS;Peerguess;Peerguess;;USD;crypto
;ECO;EcoCoin;EcoCoin;;USD;crypto
;CCT;Crystal Clear ;Crystal Clear ;;USD;crypto
;CMT;Comet;Comet;;USD;crypto
;SONO;SONO;SONO;;USD;crypto
;NODC;NodeCoin;NodeCoin;;USD;crypto
;IBANK;iBank;iBank;;USD;crypto
;CXT;Coinonat;Coinonat;;USD;crypto
;SOCC;SocialCoin;SocialCoin;;USD;crypto
;FNTB;Fintab;Fintab;;USD;crypto
;RLT;RouletteToken;RouletteToken;;USD;crypto
;CCO;Ccore;Ccore;;USD;crypto
;ICON;Iconic;Iconic;;USD;crypto
;XP;Experience Points;Experience Points;;USD;crypto
;VPRC;VapersCoin;VapersCoin;;USD;crypto
;PONZI;PonziCoin;PonziCoin;;USD;crypto
;ARGUS;Argus;Argus;;USD;crypto
;CONX;Concoin;Concoin;;USD;crypto
;ABY;ArtByte;ArtByte;;USD;crypto
;HELP;Helpico;Helpico;;USD;crypto
;HMC;HarmonyCoin;HarmonyCoin;;USD;crypto
;X2;X2;X2;;USD;crypto
;C20;CRYPTO20;CRYPTO20;;USD;crypto
;RON;RON;RON;;USD;crypto
;ACES;Aces;Aces;;USD;crypto
;XLQ;ALQO;ALQO;;USD;crypto
;BU;BUMO;BUMO;;USD;crypto
;DEEX;DEEX;DEEX;;USD;crypto
;FOIN;FOIN;FOIN;;USD;crypto
;KALA;Kala;Kala;;USD;crypto
;LIZA;LIZA;LIZA;;USD;crypto
;MOAC;MOAC;MOAC;;USD;crypto
;NGC;NAGA;NAGA;;USD;crypto
;ODE;ODEM;ODEM;;USD;crypto
;VEGI;Veggie;Veggie;;USD;crypto
;WBX;WiBX;WiBX;;USD;crypto
;AXIOM;Axiom;Axiom;;USD;crypto
;CLAM;Clams;Clams;;USD;crypto
;DASHS;Dashs;Dashs;;USD;crypto
;FIDYO;Fidyo;Fidyo;;USD;crypto
;FLASH;Flash;Flash;;USD;crypto
;HYDRO;Hydro;Hydro;;USD;crypto
;LKK;Lykke;Lykke;;USD;crypto
;MMXVI;MMXVI;MMXVI;;USD;crypto
;SLS;SaluS;SaluS;;USD;crypto
;TSR;Tesra;Tesra;;USD;crypto
;BIOB;BioBar;BioBar;;USD;crypto
;BUB;Bubble;Bubble;;USD;crypto
;CAG;Change;Change;;USD;crypto
;ECC;ECC;ECC;;USD;crypto
;FRN;Francs;Francs;;USD;crypto
;MAG;Maggie;Maggie;;USD;crypto
;NEC;Nectar;Nectar;;USD;crypto
;NBIT;netBit;netBit;;USD;crypto
;SPHR;Sphere;Sphere;;USD;crypto
;WGR;Wagerr;Wagerr;;USD;crypto
;XDE2;XDE II;XDE II;;USD;crypto
;BTX;BitCore;BitCore;;USD;crypto
;BMT;BMChain;BMChain;;USD;crypto
;BTCM;BTCMoon;BTCMoon;;USD;crypto
;ECA;Electra;Electra;;USD;crypto
;LKRc;LKRCoin;LKRCoin;;USD;crypto
;MONETA;Moneta;Moneta;;USD;crypto
;NEU;Neumark;Neumark;;USD;crypto
;OMC;Omicron;Omicron;;USD;crypto
;SXC;Sexcoin;Sexcoin;;USD;crypto
;UTT;United Traders Token;United Traders Token;;USD;crypto
;BSN;Bastonet;Bastonet;;USD;crypto
;TUBE;BitTube;BitTube;;USD;crypto
;BCX;BitcoinX;BitcoinX;;USD;crypto
;BCDN;BlockCDN;BlockCDN;;USD;crypto
;CLUB;ClubCoin;ClubCoin;;USD;crypto
;DISK;DarkLisk;DarkLisk;;USD;crypto
;DICE;Etheroll;Etheroll;;USD;crypto
;FAZZ;Fazzcoin;Fazzcoin;;USD;crypto
;MARX;MarxCoin;MarxCoin;;USD;crypto
;PCN;PeepCoin;PeepCoin;;USD;crypto
;PLBT;Polybius;Polybius;;USD;crypto
;XQN;Quotient;Quotient;;USD;crypto
;RUBIT;RubleBit;RubleBit;;USD;crypto
;RBY;Rubycoin;Rubycoin;;USD;crypto
;B2X;SegWit2x;SegWit2x;;USD;crypto
;TOPC;TopChain;TopChain;;USD;crypto
;UTNP;Universa;Universa;;USD;crypto
;VOYA;Voyacoin;Voyacoin;;USD;crypto
;ZEIT;Zeitcoin;Zeitcoin;;USD;crypto
;AGVC;AgaveCoin;AgaveCoin;;USD;crypto
;BNS;BNS Token;BNS Token;;USD;crypto
;CAN;CanYaCoin;CanYaCoin;;USD;crypto
;CMS;COMSA [ETH];COMSA [ETH];;USD;crypto
;DNA;EncrypGen;EncrypGen;;USD;crypto
;KASHH;KashhCoin;KashhCoin;;USD;crypto
;LAMBO;Lambo Coin;Lambo Coin;;USD;crypto
;ROYAL;RoyalCoin;RoyalCoin;;USD;crypto
;SHELL;ShellCoin;ShellCoin;;USD;crypto
;TOKEN;SwapToken;SwapToken;;USD;crypto
;THX;ThoreNext;ThoreNext;;USD;crypto
;AUR;Auroracoin;Auroracoin;;USD;crypto
;ATS;Authorship;Authorship;;USD;crypto
;AV;AvatarCoin;AvatarCoin;;USD;crypto
;BLAZR;BlazerCoin;BlazerCoin;;USD;crypto
;BST;BlockStamp;BlockStamp;;USD;crypto
;COLX;ColossusXT;ColossusXT;;USD;crypto
;1ST;FirstBlood;FirstBlood;;USD;crypto
;FTOKEN;Flash Token;Flash Token;;USD;crypto
;FONZ;Fonziecoin;Fonziecoin;;USD;crypto
;FTO;FuturoCoin;FuturoCoin;;USD;crypto
;PRM;PrismChain;PrismChain;;USD;crypto
;RBBT;RabbitCoin;RabbitCoin;;USD;crypto
;SPANK;SpankChain;SpankChain;;USD;crypto
;SPORT;SportsCoin;SportsCoin;;USD;crypto
;TRICK;TrickyCoin;TrickyCoin;;USD;crypto
;GOD;Bitcoin God;Bitcoin God;;USD;crypto
;CET;CoinEx Token;CoinEx Token;;USD;crypto
;DCY;Dinastycoin;Dinastycoin;;USD;crypto
;NYC;NewYorkCoin;NewYorkCoin;;USD;crypto
;NLC2;NoLimitCoin;NoLimitCoin;;USD;crypto
;VOLLAR;V-Dimension;V-Dimension;;USD;crypto
;XCP;Counterparty;Counterparty;;USD;crypto
;CYC;Cycling Coin;Cycling Coin;;USD;crypto
;DCRE;DeltaCredits;DeltaCredits;;USD;crypto
;BTCV;Bitcoin Vault;Bitcoin Vault;;USD;crypto
;ELITE;Ethereum Lite;Ethereum Lite;;USD;crypto
;IFLT;InflationCoin;InflationCoin;;USD;crypto
;IVZ;InvisibleCoin;InvisibleCoin;;USD;crypto
;SBTC;Super Bitcoin;Super Bitcoin;;USD;crypto
;CBC;CryptoBossCoin;CryptoBossCoin;;USD;crypto
;EER;Ethereum eRush;Ethereum eRush;;USD;crypto
;ECTE;EurocoinToken;EurocoinToken;;USD;crypto
;XUC;Exchange Union;Exchange Union;;USD;crypto
;FRWC;FrankyWillCoin;FrankyWillCoin;;USD;crypto
;GML;GameLeagueCoin;GameLeagueCoin;;USD;crypto
;HALLO;Halloween Coin;Halloween Coin;;USD;crypto
;JNT;Jibrel Network;Jibrel Network;;USD;crypto
;TCHTRX;ThoreCashTRX;ThoreCashTRX;;USD;crypto
;UBTC;United Bitcoin;United Bitcoin;;USD;crypto
;CWXT;CryptoWorldX Token;CryptoWorldX Token;;USD;crypto
;CIX100;Cryptoindex.com 100;Cryptoindex.com 100;;USD;crypto
;DBG;Digital Bullion Gold;Digital Bullion Gold;;USD;crypto
;AIB;Advanced Internet Blocks;Advanced Internet Blocks;;USD;crypto
;;USD/AED;USD/AED - US Dollar UAE Dirham;;;currency
;;AED/JPY;AED/JPY - UAE Dirham Japanese Yen;;;currency
;;AED/PKR;AED/PKR - UAE Dirham Pakistani Rupee;;;currency
;;CAD/AED;CAD/AED - Canadian Dollar UAE Dirham;;;currency
;;CHF/AED;CHF/AED - Swiss Franc UAE Dirham;;;currency
;;DKK/AED;DKK/AED - Danish Krone UAE Dirham;;;currency
;;EUR/AED;EUR/AED - Euro UAE Dirham;;;currency
;;GBP/AED;GBP/AED - British Pound UAE Dirham;;;currency
;;JPY/AED;JPY/AED - Japanese Yen UAE Dirham;;;currency
;;AED/ARS;AED/ARS - UAE Dirham Argentinian Peso;;;currency
;;AED/AUD;AED/AUD - UAE Dirham Australian Dollar;;;currency
;;AED/BRL;AED/BRL - UAE Dirham Brazil Real;;;currency
;;AED/CAD;AED/CAD - UAE Dirham Canadian Dollar;;;currency
;;AED/CHF;AED/CHF - UAE Dirham Swiss Franc;;;currency
;;AED/CLP;AED/CLP - UAE Dirham Chilean Peso;;;currency
;;AED/CNY;AED/CNY - UAE Dirham Chinese Yuan;;;currency
;;AED/CZK;AED/CZK - UAE Dirham Czech Koruna;;;currency
;;AED/DKK;AED/DKK - UAE Dirham Danish Krone;;;currency
;;AED/EUR;AED/EUR - UAE Dirham Euro;;;currency
;;AED/GBP;AED/GBP - UAE Dirham British Pound;;;currency
;;AED/HKD;AED/HKD - UAE Dirham Hong Kong Dollar;;;currency
;;AED/HUF;AED/HUF - UAE Dirham Hungarian Forint;;;currency
;;AED/ILS;AED/ILS - UAE Dirham Israeli Shekel;;;currency
;;AED/INR;AED/INR - UAE Dirham Indian Rupee;;;currency
;;AED/ISK;AED/ISK - UAE Dirham Icelandic Kr;;;currency
